i,y,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,x1,x2,x3,x4,x5,x6,x7,x8,x9
1626,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.150,1,1.69,13,2,5,41
1627,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,3.000,2,15.99,15,23,3,25
1628,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.000,1,7.69,4,2,7,49
1629,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0.750,2,2.39,15,23,1,18
1632,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.58,1,4,5,11
1634,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.800,1,6.79,4,2,4,12
1637,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.500,1,1.59,15,4,3,32
1642,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0.450,1,1.99,4,24,5,52
1643,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,0.400,1,4.09,3,2,4,33
1644,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.845,1,1.64,1,8,5,16
1645,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0.750,2,4.49,5,23,2,25
1648,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.36,1,4,3,37
1649,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,1,0.385,1,4.78,1,13,5,8
1651,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.410,1,1.09,1,8,5,16
1652,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.200,1,1.89,8,2,4,38
1656,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.180,1,1.99,8,2,5,41
1658,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.400,1,.6,3,18,4,43
1659,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.400,1,1.79,1,19,3,9
1661,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.750,1,1.79,7,6,6,43
1663,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0.200,1,2.19,3,2,4,33
1665,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0.400,1,3.09,1,7,5,28
1667,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,0.400,1,1.89,4,25,1,24
1671,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0.450,1,2.79,1,8,6,51
1674,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,1.000,1,16.29,2,12,2,42
1678,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.550,1,1.05,1,4,3,37
1680,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.250,1,1.29,13,24,6,52
1682,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.750,1,3.49,1,19,5,2
1683,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0.240,1,2.15,16,6,3,4
1685,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1.000,1,17.49,9,12,5,30
1686,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.650,1,5.89,8,2,4,33
1689,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.16,1,5,7,2
1690,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.500,1,1.99,7,4,6,43
1691,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.500,1,1.09,5,4,3,21
1694,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0.500,1,1.39,7,4,6,37
1695,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.400,1,1.99,4,2,5,43
1699,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.200,1,1.19,8,2,3,18
1700,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0.820,1,.99,7,9,5,43
1701,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.450,1,1.99,13,24,2,52
1702,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0.420,1,3.29,5,10,5,9
1703,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0.250,1,2.59,1,24,6,6
1707,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.000,2,1.29,1,1,8,36
1714,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,0.500,1,1.69,15,4,3,10
1715,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.750,1,1.19,9,20,3,18
1717,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.450,1,1.99,1,24,5,52
1718,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0.750,2,4.69,15,23,3,25
1720,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.500,1,1.59,1,4,5,32
1721,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.500,1,.85,1,4,6,2
1722,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,3,0.120,1,.69,7,6,5,43
1724,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,3,0.170,1,1.99,7,25,4,13
1730,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.150,1,1.59,4,2,5,49
1731,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.750,1,1.99,9,17,3,30
1732,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.800,1,5.49,3,2,3,12
1733,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0.170,1,1.99,1,25,3,45
1734,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.820,1,.89,7,8,4,43
1735,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,2,0.385,1,2.69,5,13,5,18
1736,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.750,1,5.09,1,5,3,31
1741,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.36,1,4,3,37
1742,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.400,1,2.29,5,7,4,28
1743,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.800,1,1.19,7,7,4,43
1744,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0.400,1,3.24,1,12,3,2
1745,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0.400,1,1.19,1,16,6,2
1746,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0.800,1,12.99,9,12,9,42
1749,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.000,1,7.59,8,2,5,41
1753,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,3,0.250,1,2.59,4,24,6,6
1755,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.700,1,5.99,4,2,5,1
1756,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.225,1,.69,7,6,7,43
1757,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0.300,1,1.29,8,6,3,2
1761,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0.250,1,2.59,4,24,6,6
1762,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.45,1,4,5,34
1763,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0.420,1,.65,1,8,4,2
1764,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0.390,1,.95,5,16,3,29
1765,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0.250,1,2.59,1,24,6,6
1768,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.270,1,1.59,16,6,3,7
1773,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.100,1,1.69,7,6,4,7
1776,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.540,1,.55,5,8,5,18
1777,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.350,1,1.59,8,6,5,2
1778,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,1.29,8,17,3,
1785,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.900,1,1.78,1,25,3,2
1787,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0.820,1,.99,7,9,5,43
1789,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.750,2,4.39,1,23,6,40
1790,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.100,1,1.69,16,6,3,7
1791,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.400,1,2.15,4,2,5,43
1792,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.250,1,1.29,13,24,2,52
1796,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0.250,1,1.79,1,24,6,44
1798,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.36,1,4,4,34
1799,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0.500,1,1.77,1,4,3,37
1800,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,4,0.120,1,1.59,5,13,4,8
1801,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,1.35,15,4,3,37
1802,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,1,.89,7,3,5,43
1804,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0.120,1,.69,7,6,5,43
1810,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,1.79,1,4,3,47
1812,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,1.45,7,4,5,34
1813,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0.280,1,.47,1,16,6,2
1814,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.820,1,.79,1,8,4,2
1815,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.450,1,3.99,13,24,6,6
1817,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.400,1,2.69,12,7,4,28
1821,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.36,1,4,4,37
1823,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,.69,15,4,2,18
1824,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.350,1,1.89,7,6,3,22
1826,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.500,1,1.79,15,4,3,26
1829,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,1.25,15,4,2,11
1830,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.36,1,4,4,37
1831,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0.390,1,.53,5,16,2,53
1832,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1.000,1,1.98,8,11,6,2
1835,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,1.35,7,4,3,37
1839,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,1.09,15,4,3,18
1841,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0.390,1,.95,5,16,3,29
1842,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0.200,1,1.99,8,2,6,38
1843,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0.798,1,.99,1,7,6,2
1845,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0.180,1,1.99,8,2,5,41
1846,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0.250,1,1.79,1,24,8,44
1847,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.100,1,.78,7,6,5,43
1848,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.600,1,3.29,7,10,7,9
1849,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0.250,1,1.19,4,24,8,52
1850,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0.750,2,4.49,15,23,4,40
1851,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.410,1,.99,7,9,4,24
1853,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.500,1,1.65,15,4,2,5
1856,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0.400,1,3.49,3,12,6,43
1857,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.500,1,3.19,4,5,2,31
1863,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.350,1,3.09,1,7,4,28
1864,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.750,1,1.29,9,21,2,18
1866,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.410,1,1.09,1,9,5,16
1867,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0.200,1,1.99,8,2,6,38
1871,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1.000,1,8.99,8,2,5,49
1872,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0.450,1,3.19,4,24,3,44
1873,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0.200,1,2.19,8,2,4,33
1874,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,2.39,1,4,4,34
1877,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.49,8,17,2,
1878,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.540,1,.55,5,9,6,18
1882,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0.500,1,1.39,7,4,6,37
1884,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.500,1,1.35,7,4,3,34
1886,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,1.35,7,4,4,34
1888,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0.225,1,.79,16,6,2,19
1890,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.25,1,4,3,11
1891,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,4,0.125,1,1.14,5,14,3,46
1894,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0.540,1,.55,7,8,4,43
1897,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0.225,1,2.14,1,10,3,9
1898,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.380,1,3.29,12,7,4,28
1900,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.79,1,4,3,47
1901,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.800,1,1.19,7,7,4,43
1902,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.001,1,2.49,5,7,3,20
1905,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.250,1,.55,13,24,2,18
1907,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.600,1,4.99,4,2,5,33
1908,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1.000,2,1.34,13,1,5,50
1911,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.850,1,1.19,5,10,3,18
1915,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.000,2,1.29,13,1,6,36
1916,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.200,1,1.99,8,2,4,33
1918,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0.799,1,1.39,5,7,3,18
1921,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.500,1,1.49,1,24,4,2
1922,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,3,0.410,1,1.09,7,8,5,16
1923,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0.150,1,2.09,5,2,4,49
1925,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0.225,1,.79,8,6,7,2
1927,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.200,1,2.09,3,2,3,49
1929,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0.500,1,1.79,1,4,5,10
1930,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.200,1,2.09,8,2,5,49
1933,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.325,1,2.99,8,2,4,33
1935,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.800,1,6.99,8,2,3,33
1936,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0.250,1,2.59,4,24,3,6
1940,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.000,2,.89,1,1,7,2
1941,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.120,1,.69,8,6,4,2
1943,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0.250,1,2.59,13,24,4,6
1944,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,1,4.69,15,4,5,26
1945,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0.400,1,4.09,4,2,5,33
1947,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0.600,1,8.49,9,12,9,42
1949,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,2.39,1,4,4,34
1950,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,2,1.000,1,2.19,5,5,6,18
1958,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.799,1,1.19,12,7,2,18
1960,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.500,2,2.99,1,24,5,6
1961,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.450,1,2.69,1,10,5,51
1964,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.600,1,4.99,3,2,3,33
1965,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0.500,1,1.15,1,4,4,2
1966,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.845,1,1.69,5,9,4,17
1969,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.300,1,1.47,4,7,5,21
1970,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.400,1,3.99,4,2,4,33
1972,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,1.35,15,4,2,37
1973,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0.540,1,.55,7,8,4,43
1974,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.000,2,1.34,1,1,7,50
1975,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0.360,1,4.69,2,12,3,42
1976,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.420,1,.65,7,8,4,43
1977,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1.000,2,1.29,3,1,5,36
1978,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0.500,1,1.99,1,4,4,47
1979,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.350,1,1.59,8,6,5,2
1980,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0.750,1,2.39,7,6,7,22
1985,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,3.69,1,5,7,31
1986,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.500,1,1.35,7,4,4,37
1989,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.400,1,3.99,8,2,3,49
1991,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.36,1,4,3,34
1993,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0.800,1,2.48,1,16,3,29
1996,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0.220,1,12.99,9,12,7,18
1999,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0.750,2,2.54,1,23,2,2
2001,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0.500,1,1,5,8,2,21
2004,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.170,1,1.99,1,25,3,45
2006,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.58,1,4,5,11
2007,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1.000,1,1.79,1,20,5,2
2008,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.200,1,.69,12,7,2,20
2009,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.100,1,.78,7,6,5,43
2013,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0.780,1,2.49,7,16,3,29
2014,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.000,2,.89,1,1,8,43
2015,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.500,1,.79,15,4,4,18
2016,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,3,0.120,1,1.59,7,13,5,8
2018,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.600,1,2.49,5,7,4,18
2020,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.200,1,1.99,8,2,3,35
2022,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,3,0.120,1,1.59,7,13,5,8
2023,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0.900,1,1.79,5,25,3,18
2024,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,1.59,15,4,3,32
2026,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0.390,1,.95,5,16,2,29
2027,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.000,1,7.69,8,2,5,33
2028,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.500,1,1.04,7,4,3,11
2029,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0.270,1,1.59,7,6,3,7
2032,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.350,1,3.09,3,2,2,1
2033,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.200,1,.84,1,7,4,20
2034,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.400,1,2.69,4,7,4,28
2036,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,5.000,2,27.48,15,23,1,40
2037,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.19,1,4,4,10
2038,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1.000,1,2.49,8,11,3,2
2040,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.700,1,5.99,8,2,5,49
2042,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.225,1,.79,16,6,2,19
2043,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.410,1,.99,1,8,3,24
2045,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0.385,1,2.29,1,13,4,2
2047,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1.000,2,.69,6,1,5,1
2050,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0.200,1,1.99,8,2,4,38
2051,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.100,1,1.63,8,6,4,7
2055,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0.120,1,.89,12,13,5,18
2058,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.350,1,1.19,8,17,4,2
2063,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.420,1,.65,1,8,4,2
2064,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.265,1,1.79,1,7,4,20
2068,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.500,1,1.59,1,4,5,32
2069,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0.200,1,1.09,1,7,3,37
2070,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.830,1,.99,5,8,5,18
2078,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.420,1,.65,5,8,5,18
2079,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0.250,1,1.19,1,24,5,52
2081,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.540,1,.59,5,8,3,18
