i,y,d1,d2,d3,d4,d5,d7,d8,d9,d10,d11,d12,d13,d14,d15,d16,d17,d18,x1,x2,x3,x4,x5,x6,x7,x8,x9
1660,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0.400,1,1.19,1,16,3,51
1662,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1.000,1,1.09,1,21,5,2
1664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0.410,1,1.09,7,8,5,16
1666,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.300,1,1.29,8,6,3,2
1668,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1.000,2,.56,1,1,5,2
1669,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.845,1,1.64,7,8,3,16
1670,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.150,1,2.65,16,6,3,4
1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.250,1,.99,13,24,6,19
1673,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.150,1,1.39,7,6,5,43
1675,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1.000,2,.84,13,1,5,36
1676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.000,3,2.49,8,2,6,2
1677,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0.410,1,.99,7,8,3,24
1679,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0.750,1,1.79,7,6,6,43
1681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,1.04,1,4,2,11
1684,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,1.69,15,4,3,37
1687,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.799,1,1.19,15,7,2,18
1688,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0.400,1,3.24,1,12,3,2
1692,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,2.000,2,10.99,5,23,1,25
1693,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.500,1,.69,7,4,5,43
1696,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.200,1,1.99,8,2,3,49
1697,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0.400,1,6.99,2,12,3,42
1698,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,2,0.150,1,1.49,5,15,5,18
1704,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.100,1,.78,6,6,3,21
1705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0.800,1,1.31,4,7,3,21
1706,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0.750,2,3.84,1,23,6,40
1708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.801,1,2.29,1,7,4,28
1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.800,1,2.09,7,7,3,20
1710,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,4,0.120,1,1.59,5,13,3,46
1711,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.75,1,4,5,37
1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,.69,1,4,3,2
1713,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0.225,1,.79,8,6,8,2
1716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0.225,1,2.14,1,10,3,9
1719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.49,1,4,5,2
1723,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.500,1,2.15,1,4,5,34
1725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.270,1,.71,8,6,4,2
1726,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.200,1,1.99,8,2,4,38
1727,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.750,1,2.19,16,6,5,19
1728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,0.250,1,1.79,4,24,3,44
1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.200,1,.74,5,7,2,20
1737,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0.780,1,.78,1,16,7,2
1738,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.400,1,.69,3,21,5,43
1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.200,1,.74,5,7,2,20
1740,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,2,2.99,13,24,3,6
1747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0.500,1,1.29,8,17,3,
1748,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,3.000,2,16.89,15,23,1,40
1750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.500,1,1.05,15,4,2,37
1751,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,3,0.120,1,1.29,7,14,5,8
1752,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.750,1,1.99,9,17,3,30
1754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0.845,1,1.64,7,9,2,16
1758,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0.500,1,.76,5,4,2,21
1759,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.500,1,1.99,7,4,4,5
1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.250,1,2.59,13,24,6,6
1766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0.225,1,.79,8,6,7,2
1767,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,1,1.69,15,4,3,37
1769,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,.69,1,4,3,2
1770,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0.200,1,2.19,4,2,5,33
1771,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1.000,2,1.19,1,1,8,49
1772,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.36,1,4,4,37
1774,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.200,1,.69,7,7,3,54
1775,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.801,1,1.73,1,7,9,54
1779,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0.100,1,.78,6,6,3,21
1780,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.510,1,2.29,16,6,3,22
1781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0.410,1,.99,1,9,3,24
1782,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.000,1,5.89,8,2,5,2
1783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0.750,2,4.69,5,23,3,25
1784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0.750,2,3.99,1,23,3,25
1786,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1.000,2,.77,13,1,5,49
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0.450,1,.99,5,25,1,18
1793,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2.000,2,11.4,1,23,4,40
1794,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,0.750,2,4.49,5,23,2,25
1795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4,0.250,1,2.59,3,24,4,6
1797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.500,1,.79,15,4,2,18
1803,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0.500,1,6.39,1,12,5,42
1805,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.400,1,3.99,4,2,4,33
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.500,1,1.49,8,17,2,
1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.800,1,2.09,7,7,3,20
1808,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0.385,1,4.78,12,13,4,8
1809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0.800,1,3.19,1,25,2,24
1811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.500,1,1.75,7,4,5,37
1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.230,1,1.29,1,7,6,43
1818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,0.250,1,2.59,4,24,3,6
1819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0.410,1,1.09,5,9,4,17
1820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0.410,1,.99,1,9,3,24
1822,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0.400,1,6.99,9,12,5,42
1825,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.500,1,2.82,7,4,4,26
1827,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0.750,2,2.54,1,23,2,2
1828,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.410,1,1.09,7,8,5,16
1833,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1.000,1,11.49,9,12,6,42
1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1.000,1,1.95,13,24,2,18
1836,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0.225,1,1.19,8,6,4,22
1837,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0.120,1,.99,15,13,3,18
1838,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1.000,2,1.35,13,1,7,38
1840,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0.400,1,3.99,3,2,3,49
1844,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.500,1,1.35,7,4,4,34
1852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.100,1,.99,8,6,4,10
1854,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0.500,1,5.98,1,12,5,
1855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0.200,1,1.09,7,7,3,37
1858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0.600,1,3.49,9,12,8,18
1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0.450,1,.99,7,25,3,43
1860,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0.500,1,1.59,1,4,5,32
1861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.700,1,5.99,8,2,5,49
1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.300,1,2.99,7,7,6,54
1865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.225,1,1.39,16,6,7,19
1868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.300,1,1.59,1,6,4,10
1869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,2,1.29,1,1,9,36
1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.800,1,2.09,7,7,3,20
1875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1.000,1,1.49,2,20,3,53
1876,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.75,1,4,3,37
1879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,3,0.150,1,2.09,1,2,6,49
1880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0.450,1,.99,5,25,1,18
1881,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,1.59,15,4,3,34
1883,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.225,1,2.14,1,10,3,9
1885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.49,1,4,5,2
1887,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,3.000,2,16.89,7,23,4,40
1889,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0.410,1,1.09,1,8,5,16
1892,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1.000,1,6.59,1,24,7,44
1893,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0.385,1,4.78,1,13,5,8
1895,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.200,1,2.09,4,2,4,33
1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,3.19,1,5,3,31
1899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,0.500,1,3.99,5,25,1,45
1903,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0.250,1,1.79,1,24,7,44
1904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,4,0.750,2,4.69,5,23,3,25
1906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.050,1,.99,1,6,7,2
1909,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.65,1,4,4,5
1910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0.225,1,.79,8,6,7,2
1912,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0.360,1,6.99,3,12,6,42
1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0.500,1,1.45,1,4,5,34
1914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0.500,1,1.39,15,4,5,37
1917,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0.250,1,2.59,4,24,4,6
1919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.100,1,1.05,8,6,3,10
1920,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0.220,1,12.99,9,12,7,18
1924,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.375,1,3.19,5,8,3,9
1926,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.150,1,1.49,8,2,3,12
1928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.801,1,1.73,1,7,9,54
1931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.800,1,2.59,1,7,5,20
1932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1.000,1,.89,1,3,6,2
1934,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0.500,1,1.38,1,4,5,34
1937,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,4,0.800,1,1.31,4,7,3,21
1938,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.000,1,9.79,8,2,5,33
1939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0.400,1,4.09,8,2,4,33
1942,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.200,1,.99,5,7,2,37
1946,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.400,1,8.99,8,2,3,49
1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.250,1,2.99,1,25,6,13
1951,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3.000,2,16.89,15,23,1,40
1952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,1.35,15,4,3,34
1953,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0.360,1,4.69,9,12,4,42
1954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,0.390,1,1.35,5,16,4,29
1955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.150,1,1.49,4,2,4,12
1956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0.420,1,.65,5,8,5,18
1957,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1.000,1,1.34,15,3,4,11
1959,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.500,1,1.99,15,4,3,47
1962,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0.200,1,2.49,1,13,5,8
1963,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.000,2,.56,1,1,5,27
1967,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.500,1,1.25,15,4,2,11
1968,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0.350,1,1.19,11,17,5,18
1971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0.350,1,1.59,8,6,5,2
1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0.525,1,3.19,1,8,3,9
1982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0.510,1,2.29,16,6,2,22
1983,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0.500,1,1.39,1,4,3,37
1984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.500,1,1.79,1,4,5,10
1987,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0.200,1,2.09,3,2,3,33
1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,1.69,15,4,3,37
1990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.500,1,1.36,1,4,2,37
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.500,1,1.19,1,24,6,2
1994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.000,2,1.35,1,1,8,38
1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.180,1,2.09,8,2,4,49
1997,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0.600,1,3.49,3,12,9,43
1998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.500,1,1.15,1,4,4,2
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.350,1,1.19,8,17,4,2
2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1.000,1,.75,5,3,3,21
2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1.000,2,.48,1,1,6,3
2005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,3,0.750,2,4.59,7,23,6,40
2010,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0.450,1,1.99,1,24,5,52
2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1.000,2,.76,6,1,9,35
2012,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0.360,1,4.69,1,12,6,42
2017,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0.275,1,1.49,3,2,4,39
2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,4,0.400,1,1.89,4,25,1,24
2021,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0.750,2,4.69,5,23,3,25
2025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0.845,1,1.69,5,9,4,17
2030,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0.270,1,1.59,16,6,2,7
2031,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1.000,1,11.49,3,12,6,42
2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0.250,1,1.79,13,24,6,44
2039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.000,2,.76,3,1,5,35
2041,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1.000,2,.56,13,1,5,18
2044,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0.500,1,1.29,15,4,3,19
2046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,1.000,1,17.48,3,12,6,30
2048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.000,1,.75,5,3,3,21
2049,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0.780,1,.87,5,16,2,53
2052,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0.450,1,2.99,1,24,4,6
2053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0.001,1,2.49,5,7,3,20
2054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,1,0.500,1,5.98,1,12,5,
2056,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0.150,1,1.24,3,2,5,39
2057,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1.000,1,6.99,4,2,4,33
2059,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.700,1,6.49,8,2,3,27
2060,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0.500,1,1.39,15,4,2,10
2061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0.500,1,1.69,1,4,4,34
2062,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,2,0.400,1,1.79,9,19,2,9
2065,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,0.450,1,4.49,4,24,3,6
2066,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.100,1,1.49,16,6,5,7
2067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1.000,2,.89,1,1,8,43
2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0.250,1,2.59,13,24,6,6
2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0.200,1,.74,1,7,3,20
2073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,0.420,1,.65,7,9,5,43
2074,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0.450,1,3.29,1,24,4,6
2075,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0.500,2,4.79,1,23,5,40
2076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.350,1,1.59,7,6,6,43
2077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0.100,1,.78,16,6,4,19
2080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.500,1,1.19,1,4,4,10
2082,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,2,0.400,1,2.59,5,7,3,28
2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2,0.800,1,3.19,5,25,3,24
2084,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.845,1,1.64,1,8,5,16
2085,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.200,1,1.69,3,2,3,1
2087,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.225,1,2.14,1,10,3,9
2088,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0.500,1,1.59,1,4,5,32
2089,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1.000,1,9.99,1,12,6,
2090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1.000,2,1.35,1,1,8,38
2092,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,0.500,1,1.39,7,4,6,37
2095,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.500,1,2.82,15,4,3,26
2097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0.400,1,4.09,8,2,4,49
2099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.270,1,1.59,16,6,3,7
2102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0.500,1,1.35,7,4,4,34
2104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,0.500,1,6.39,3,12,7,42
2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.750,1,5.09,1,5,3,31
2108,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.410,1,.99,1,9,3,24
2109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1.000,1,7.59,8,2,5,41
2110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1.000,2,1.35,1,1,8,38
2111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0.750,1,1.99,9,17,3,30
2112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0.500,1,1.59,15,4,3,10
